Name,Year,Salaries,Rank
Jabari Bird,2005,,1741
Yakuba Ouattara,2005,,1742
Jacob Wiley,2005,,1743
Mangok Mathiang,2005,,1744
Antonio Blakeney,2005,,1745
London Perrantes,2005,,1746
Johnathan Motley,2005,,1747
Gian Clavell,2005,,1748
Torrey Craig,2005,,1749
Monte Morris,2005,,1750
Reggie Hearn,2005,,1751
Chris Boucher,2005,,1752
Edmond Sumner,2005,,1753
Ben Moore,2005,,1754
Jamil Wilson,2005,,1755
CJ Williams,2005,,1756
Tyrone Wallace,2005,,1757
Kobi Simmons,2005,,1758
Vince Hunter,2005,,1759
Myke Henry,2005,,1760
Matt Williams,2005,,1761
Derrick Walton,2005,,1762
Amile Jefferson,2005,,1763
Charles Cooke,2005,,1764
Luke Kornet,2005,,1765
Isaiah Hicks,2005,,1766
Daniel Hamilton,2005,,1767
PJ Dozier,2005,,1768
Jamel Artis,2005,,1769
Jacob Pullen,2005,,1770
Alec Peters,2005,,1771
Malcolm Miller,2005,,1772
Eric Griffin,2005,,1773
Erik McCree,2005,,1774
Michael Young,2005,,1775
Devin Robinson,2005,,1776
Xavier Silas,2005,,1777
Landry Nnoko,2005,,1778
VJ Beachem,2005,,1779
Bronson Koenig,2005,,1780
Marcus Thornton II,2005,,1781
Jameel Warney,2005,,1782
Aaron Jackson,2005,,1783
Trey McKinney-Jones,2005,,1784
Andre Ingram,2005,,1785
Deandre Ayton,2005,,1786
Marvin Bagley,2005,,1787
Luka Doncic,2005,,1788
Trae Young,2005,,1789
Mo Bamba,2005,,1790
Wendell Carter,2005,,1791
Collin Sexton,2005,,1792
Kevin Knox,2005,,1793
Mikal Bridges,2005,,1794
Shai Gilgeous-Alexander,2005,,1795
Miles Bridges,2005,,1796
Jerome Robinson,2005,,1797
Michael Porter,2005,,1798
Troy Brown,2005,,1799
Zhaire Smith,2005,,1800
Donte DiVincenzo,2005,,1801
Lonnie Walker,2005,,1802
Kevin Huerter,2005,,1803
Josh Okogie,2005,,1804
Grayson Allen,2005,,1805
Chandler Hutchison,2005,,1806
Aaron Holiday,2005,,1807
Anfernee Simons,2005,,1808
Moritz Wagner,2005,,1809
Landry Shamet,2005,,1810
Rodions Kurucs,2005,,1811
Jonah Bolden,2005,,1812
Robert Williams,2005,,1813
Jacob Evans,2005,,1814
Dzanan Musa,2005,,1815
Omari Spellman,2005,,1816
Sviatoslav Mykhailiuk,2005,,1817
Mitchell Robinson,2005,,1818
Elie Okobo,2005,,1819
Jalen Brunson,2005,,1820
Melvin Frazier,2005,,1821
Isaac Bonga,2005,,1822
Devonte Graham,2005,,1823
De'Anthony Melton,2005,,1824
Ryan Broekhoff,2005,,1825
Raymond Spalding,2005,,1826
Jarred Vanderbilt,2005,,1827
Bruce Brown,2005,,1828
Khyri Thomas,2005,,1829
Isaiah Hartenstein,2005,,1830
Alize Johnson,2005,,1831
Keita Bates-Diop,2005,,1832
Kenrich Williams,2005,,1833
Hamidou Diallo,2005,,1834
Isaiah Briscoe,2005,,1835
Gary Trent Jr,2005,,1836
Chimezie Metu,2005,,1837
Brad Wanamaker,2005,,1838
Johnathan Williams,2005,,1839
Jaylen Adams,2005,,1840
Theo Pinson,2005,,1841
Joe Chealey,2005,,1842
JP Macura,2005,,1843
Rawle Alkins,2005,,1844
Billy Preston,2005,,1845
Kostas Antetokounmpo,2005,,1846
Daryl Macon,2005,,1847
DeVaughn Akoon-Purcell,2005,,1848
Thomas Welsh,2005,,1849
Keenan Evans,2005,,1850
Zach Lofton,2005,,1851
Marcus Derrickson,2005,,1852
Gary Clark,2005,,1853
Vincent Edwards,2005,,1854
Angel Delgado,2005,,1855
Yuta Watanabe,2005,,1856
Yante Maten,2005,,1857
Duncan Robinson,2005,,1858
Trevon Duval,2005,,1859
Jared Terrell,2005,,1860
Trevon Bluiett,2005,,1861
Allonzo Trier,2005,,1862
Deonte Burton,2005,,1863
Tyler Davis,2005,,1864
Troy Caupain,2005,,1865
Shake Milton,2005,,1866
George King,2005,,1867
Drew Eubanks,2005,,1868
Jordan Loyd,2005,,1869
Wenyen Gabriel,2005,,1870
Nuni Omot,2005,,1871
Shaquille O'Neal,2006,25400000.0,1
Kevin Garnett,2006,22860000.0,5
Alonzo Mourning,2006,6525895.0,133
Juwan Howard,2006,7493508.0,115
Scottie Pippen,2006,,480
Karl Malone,2006,,481
Larry Johnson,2006,,482
Gary Payton,2006,1445895.0,332
Rasheed Wallace,2006,13792200.0,38
Shawn Kemp,2006,,483
Damon Stoudamire,2006,4762500.0,177
Antonio McDyess,2006,6849491.0,127
Ray Allen,2006,16793387.8,28
Antoine Walker,2006,8737600.0,90
Stephon Marbury,2006,20895468.75,6
Vlade Divac,2006,2540000.0,262
Bryant Reeves,2006,,484
Tom Gugliotta,2006,,485
Nick Van Exel,2006,1445895.0,332
Elden Campbell,2006,,486
Terrell Brandon,2006,,487
Derrick Coleman,2006,2540000.0,262
Glenn Robinson,2006,,488
Steve Smith,2006,,489
Kerry Kittles,2006,,490
Chris Dudley,2006,,491
Theo Ratliff,2006,14816665.82,32
Matt Geiger,2006,,492
Jason Kidd,2006,20878800.0,8
Kenny Anderson,2006,,493
Tyrone Hill,2006,,494
Clifford Robinson,2006,3175000.0,237
Jamal Mashburn,2006,12795250.0,46
Steve Nash,2006,12223750.0,49
Alan Henderson,2006,1445895.0,332
Donyell Marshall,2006,6094867.16,148
Marcus Camby,2006,11620500.0,51
Greg Ostertag,2006,5588000.0,159
Luc Longley,2006,,495
P.J. Brown,2006,,496
Jermaine O'Neal,2006,20878800.0,8
Erick Dampier,2006,11001375.0,58
Wesley Person,2006,2235200.0,283
Isaac Austin,2006,,497
Loy Vaught,2006,,498
Derrick McKey,2006,,499
Robert Horry,2006,3810000.0,211
Jim McIlvaine,2006,,500
Jerry Stackhouse,2006,10626327.49,66
Charlie Ward,2006,2374900.0,273
Dale Davis,2006,4445000.0,189
Lorenzen Wright,2006,9779000.0,73
Mookie Blaylock,2006,,501
Chris Mills,2006,,502
Chris Childs,2006,,503
Darrell Armstrong,2006,1445895.0,332
Bryon Russell,2006,1445895.0,332
Brent Barry,2006,5958065.3,150
Jason Caffey,2006,,504
Vitaly Potapenko,2006,4216400.0,200
Bob Sura,2006,4470400.0,186
Walt Williams,2006,,505
Scott Williams,2006,,506
Sam Cassell,2006,8731250.0,91
Michael Olowokandi,2006,7493508.0,115
Elton Brand,2006,16703040.0,29
Eric Williams,2006,5001260.0,173
Travis Best,2006,,507
Michael Stewart,2006,,508
Derek Strong,2006,,509
Mike Bibby,2006,14605000.0,34
Rick Fox,2006,,510
Steve Francis,2006,17399000.0,26
Derek Fisher,2006,6849491.0,127
Eric Snow,2006,6965156.25,122
Ervin Johnson,2006,1445895.0,332
Brent Price,2006,,511
Travis Knight,2006,,512
Raef LaFrentz,2006,13491575.76,42
Tracy Murray,2006,,513
Tyrone Nesby,2006,,514
Baron Davis,2006,17399000.0,26
Vonteego Cummings,2006,,515
David Wesley,2006,6438900.0,134
Dean Garrett,2006,,516
Antawn Jamison,2006,17580808.12,22
Walter McCarty,2006,1314450.0,347
Anthony Peeler,2006,,517
Lamar Odom,2006,14560972.91,35
Cedric E. Henderson,2006,,518
Lawrence Funderburke,2006,,519
Lindsey Hunter,2006,2235200.0,283
Malik Rose,2006,7631112.5,108
Vince Carter,2006,17580808.12,22
Jonathan Bender,2006,9112250.0,86
Dell Curry,2006,,520
Robert Traylor,2006,,521
Othella Harrington,2006,4445000.0,189
Wally Szczerbiak,2006,12700000.0,47
Terry Porter,2006,,522
Rodney Rogers,2006,,523
Jamie Feick,2006,,524
Eric Montross,2006,,525
Chris Crawford,2006,,526
Steve Kerr,2006,,527
Vinny Del Negro,2006,,528
Sean Rooks,2006,,529
Lucious Harris,2006,,530
Jason Williams,2006,9604375.0,74
Richard Hamilton,2006,10953750.0,60
Larry Hughes,2006,13138023.0,43
Andre Miller,2006,10287000.0,68
Dirk Nowitzki,2006,17580808.12,22
Shawn Marion,2006,17399000.0,26
Paul Pierce,2006,17580808.12,22
Jason Terry,2006,8466667.09,95
Bonzi Wells,2006,10160000.0,70
Trajan Langdon,2006,,531
Aleksandar Radojevic,2006,,532
Keon Clark,2006,,533
Corey Maggette,2006,8890000.0,87
Michael Dickerson,2006,,534
Will Avery,2006,,535
Matt Harpring,2006,6375400.0,135
Eldridge Recasner,2006,,536
Metta World Peace,2006,8689473.35,92
Rasho Nesterovic,2006,,537
Cal Bowdler,2006,,538
James Posey,2006,7493508.0,115
Pat Garrity,2006,4103687.5,202
Quincy Lewis,2006,,539
Roshown McLeod,2006,,540
Dion Glover,2006,207117.95,465
Ricky Davis,2006,7505446.0,112
Greg Foster,2006,,541
Jeff Foster,2006,6350000.0,141
Brian Skinner,2006,6286500.0,146
Kenny Thomas,2006,8255000.0,98
Devean George,2006,6350762.0,136
Al Harrington,2006,8836025.0,88
Tim James,2006,,542
Jumaine Jones,2006,2381250.0,272
Scott Padgett,2006,2120900.0,293
Rafer Alston,2006,4889500.0,175
Hakeem Olajuwon,2006,,543
David Robinson,2006,,544
Dikembe Mutombo,2006,2540000.0,262
Patrick Ewing,2006,,545
Jayson Williams,2006,,546
Tim Hardaway,2006,,547
Chris Webber,2006,24288750.0,2
Arvydas Sabonis,2006,,548
John Stockton,2006,,549
Reggie Miller,2006,7620000.0,109
Zydrunas Ilgauskas,2006,11099800.0,57
Kobe Bryant,2006,20252531.25,11
Shareef Abdur-Rahim,2006,6350000.0,141
Vin Baker,2006,11662832.91,50
Allen Iverson,2006,20895468.75,6
Anfernee Hardaway,2006,20002500.0,13
Latrell Sprewell,2006,,550
Mitch Richmond,2006,,551
Rod Strickland,2006,,552
Jalen Rose,2006,19931697.5,15
Grant Hill,2006,19931697.5,15
Tracy McGrady,2006,19931697.5,15
Tim Duncan,2006,20123348.12,12
Keith Van Horn,2006,19931697.5,15
Allan Houston,2006,24288750.0,2
Eddie Jones,2006,18511837.5,18
Brian Grant,2006,20327899.4,10
Tim Thomas,2006,17748250.0,19
Michael Finley,2006,23637875.0,4
Shawn Bradley,2006,5715000.0,156
Danny Manning,2006,,553
Avery Johnson,2006,,554
Glen Rice,2006,,555
Kendall Gill,2006,,556
Christian Laettner,2006,,557
Horace Grant,2006,,558
Toni Kukoc,2006,2540000.0,262
Bryant Stith,2006,,559
Charles Oakley,2006,,560
PJ Brown,2006,10160000.0,70
Chris Gatling,2006,,561
Anthony Mason,2006,,562
Ron Mercer,2006,2235200.0,283
Antonio Davis,2006,17684750.0,20
Kelvin Cato,2006,10972800.0,59
Austin Croshere,2006,10033000.0,72
Sean Elliott,2006,,563
Hersey Hawkins,2006,,564
Chris Mullin,2006,,565
Bobby Phills,2006,,566
Tariq Abdul-Wahad,2006,4643437.5,180
Bo Outlaw,2006,1445895.0,332
Robert Pack,2006,,567
Brevin Knight,2006,5842000.0,152
Howard Eisley,2006,7527269.68,111
Dan Majerle,2006,,568
Brad Miller,2006,11112500.0,56
Ben Wallace,2006,9525000.0,76
Duane Causwell,2006,,569
Danny Fortson,2006,7883740.9,107
Corliss Williamson,2006,7620000.0,109
Cedric Ceballos,2006,,570
Jahidi White,2006,,571
Cuttino Mobley,2006,9144000.0,85
Rashard Lewis,2006,10885714.83,61
Scot Pollard,2006,7969169.99,106
Voshon Lenard,2006,4470400.0,186
Nick Anderson,2006,,572
Dana Barros,2006,,573
Doug West,2006,,574
Kurt Thomas,2006,8407478.74,97
Adonal Foyle,2006,9286875.0,82
Mark Jackson,2006,,575
Kenyon Martin,2006,13508182.28,41
Rex Chapman,2006,,576
Greg Anthony,2006,,577
Adam Keefe,2006,,578
Lamond Murray,2006,8113395.0,100
Jud Buechler,2006,,579
Greg Minor,2006,,580
Tony Battie,2006,6604000.0,132
Don MacLean,2006,,581
Stromile Swift,2006,6350000.0,141
Doug Christie,2006,12414250.0,48
Mark Bryant,2006,,582
Chucky Atkins,2006,5715000.0,156
Samaki Walker,2006,462563.21,458
Jerome Williams,2006,8407480.01,96
Kevin Willis,2006,,583
Mikki Moore,2006,1295400.0,349
Darius Miles,2006,9207500.0,84
Antonio Daniels,2006,6350000.0,141
Popeye Jones,2006,,584
Jon Barry,2006,2286000.0,277
Cedric Henderson,2006,,585
Vernon Maxwell,2006,,586
Marcus Fizer,2006,,587
Erick Strickland,2006,,588
Dragan Tarlac,2006,,589
Matt Maloney,2006,,590
Gary Trent,2006,,591
Terry Mills,2006,,592
Mark Strickland,2006,,593
Sam Mitchell,2006,,594
Chris Whitney,2006,,595
Jim Jackson,2006,3352800.0,228
Mike Miller,2006,8572500.0,93
Dale Ellis,2006,,596
Randy Brown,2006,,597
Aaron Williams,2006,4286250.0,196
Bimbo Coles,2006,,598
Joe Smith,2006,8068564.0,102
Maurice Taylor,2006,11557000.0,52
Sam Perkins,2006,,599
Brian Shaw,2006,,600
A.C. Green,2006,,601
Chauncey Billups,2006,7505446.0,112
Tony Delk,2006,4286250.0,196
Will Perdue,2006,,602
Bobby Jackson,2006,4286250.0,196
Derek Anderson,2006,13669010.0,39
John Starks,2006,,603
Otis Thorpe,2006,,604
J.R. Reid,2006,,605
Calbert Cheaney,2006,2235200.0,283
George McCloud,2006,,606
John Wallace,2006,,607
Michael Curry,2006,,608
Terry Cummings,2006,,609
Carlos Rogers,2006,,610
Shandon Anderson,2006,11347450.0,54
Eric Piatkowski,2006,3810000.0,211
Ron Harper,2006,,611
Grant Long,2006,,612
George Lynch,2006,4064000.0,203
Detlef Schrempf,2006,,613
Olden Polynice,2006,,614
Michael Smith,2006,,615
Cory Alexander,2006,,616
DerMarr Johnson,2006,1061478.7,383
John Williams,2006,,617
Clarence Weatherspoon,2006,8068564.0,102
Hubert Davis,2006,,618
Billy Owens,2006,,619
Eric Murdock,2006,,620
Matt Bullard,2006,,621
Cherokee Parks,2006,,622
Alvin Williams,2006,8001000.0,105
Johnny Newman,2006,,623
Chris Mihm,2006,4816877.59,176
Keith Closs,2006,,624
Andrew DeClercq,2006,,625
James Robinson,2006,,626
Aaron McKie,2006,10795000.0,63
Jamal Crawford,2006,8229600.0,99
Jaren Jackson,2006,,627
Lorenzo Williams,2006,,628
Muggsy Bogues,2006,,629
Darvin Ham,2006,,630
Joel Przybilla,2006,1981200.0,300
Keyon Dooling,2006,3937000.0,206
Jacque Vaughn,2006,1390078.5,343
Predrag Stojakovic,2006,9525000.0,76
Jerome Moiso,2006,,631
Michael Doleac,2006,3352800.0,228
Etan Thomas,2006,6849491.0,127
Tony Massenburg,2006,,632
Corie Blount,2006,,633
Courtney Alexander,2006,,634
Gary Grant,2006,,635
William Avery,2006,,636
Mateen Cleaves,2006,388345.68,461
Anthony Johnson,2006,3073400.0,244
Chris Carr,2006,,637
Joe Kleine,2006,,638
Zan Tabak,2006,,639
Chuck Person,2006,,640
Anthony Carter,2006,1143632.46,369
LaPhonso Ellis,2006,,641
Danny Ferry,2006,,642
Dennis Scott,2006,,643
Jason Collier,2006,2095500.0,296
Bryce Drew,2006,,644
Elliot Perry,2006,,645
Hidayet Turkoglu,2006,6849491.0,127
Tom Hammonds,2006,,646
Radoslav Nesterovic,2006,8534400.0,94
Jelani McCoy,2006,,647
Sherman Douglas,2006,,648
Greg Buckner,2006,4566826.0200000005,184
Desmond Mason,2006,9313332.91,81
Mirsad Turkcan,2006,,649
Bill Curley,2006,,650
Quentin Richardson,2006,8813800.0,89
Kevin Edwards,2006,,651
Jerome Kersey,2006,,652
Felton Spencer,2006,,653
David Wingate,2006,,654
Pervis Ellison,2006,,655
Dee Brown,2006,,656
Monty Williams,2006,,657
Mario Elie,2006,,658
Tyrone Corbin,2006,,659
Bruno Sundov,2006,,660
Ruben Patterson,2006,8068564.0,102
Jamaal Magloire,2006,10837332.91,62
Speedy Claxton,2006,4572000.0,183
Terry Davis,2006,,661
Stacey Augmon,2006,1445895.0,332
Morris Peterson,2006,5778500.0,153
Fred Hoiberg,2006,2235200.0,283
Tyronn Lue,2006,4445000.0,189
Donnell Harvey,2006,,662
Felipe Lopez,2006,,663
DeShawn Stevenson,2006,3492500.0,225
John Crotty,2006,,664
Mahmoud Abdul-Rauf,2006,,665
Dalibor Bagaric,2006,,666
Sam Jacobson,2006,,667
Iakovos Tsakalidis,2006,3683000.0,217
Corey Benjamin,2006,,668
Vladimir Stepania,2006,,669
Nazr Mohammed,2006,6985000.0,120
Mamadou N'diaye,2006,,670
Isaiah Rider,2006,,671
Todd Day,2006,,672
David Benoit,2006,,673
Bruce Bowen,2006,4286250.0,196
Erick Barkley,2006,,674
Damon Jones,2006,4559300.0,185
Mark Madsen,2006,2540000.0,262
Reggie Slater,2006,,675
Darrick Martin,2006,1202240.42,360
Larry Robinson,2006,,676
Todd Fuller,2006,,677
Don Reid,2006,,678
Antonio Harvey,2006,,679
Emanual Davis,2006,,680
Eddie Robinson,2006,6914443.88,123
John Amaechi,2006,,681
Shammond Williams,2006,,682
Doug Overton,2006,,683
Shawnelle Scott,2006,,684
Rick Brunson,2006,1307938.71,348
Kevin Ollie,2006,3746754.0,214
Moochie Norris,2006,5334000.0,163
Tyus Edney,2006,,685
Jeff McInnis,2006,4318000.0,194
Etdrick Bohannon,2006,,686
Troy Hudson,2006,6671310.0,131
Roy Rogers,2006,,687
Ryan Bowen,2006,1143632.46,369
Ansu Sesay,2006,,688
Laron Profit,2006,946464.96,394
Adrian Griffin,2006,976271.86,390
Earl Boykins,2006,3492500.0,225
William Cunningham,2006,,689
Mark Pope,2006,,690
Andrae Patterson,2006,,691
Kornel David,2006,,692
Gerard King,2006,,693
Leon Smith,2006,,694
Michael Ruffin,2006,2120900.0,293
Evan Eschmeyer,2006,4713478.0,179
Rodney Buford,2006,,695
Michael Hawkins,2006,,696
Lari Ketner,2006,,697
Maceo Baston,2006,,698
Jonathan Kerner,2006,,699
Lazaro Borrell,2006,,700
Jermaine Jackson,2006,1720935.09,313
Todd MacCulloch,2006,8068564.0,102
Derrick Dial,2006,,701
Calvin Booth,2006,9213974.46,83
Obinna Ekezie,2006,,702
Hanno Mottola,2006,,703
Mark Blount,2006,7005161.25,119
Milt Palacio,2006,1778000.0,310
Chris Herren,2006,,704
Soumaila Samake,2006,,705
Stephen Jackson,2006,7124700.0,117
Lee Nailon,2006,1061478.7,383
Terrance Roberson,2006,,706
AJ Guyton,2006,,707
Jake Voskuhl,2006,2460625.0,269
Khalid El-Amin,2006,,708
Eduardo Najera,2006,5321904.5200000005,164
Brian Cardinal,2006,6849491.0,127
Torraye Braggs,2006,,709
Marc Jackson,2006,5778500.0,153
Chris Porter,2006,,710
Dan Langhi,2006,,711
Zendon Hamilton,2006,418005.26,460
Stanislav Medvedenko,2006,3810000.0,211
Mike Penberthy,2006,,712
Eddie House,2006,1061478.7,383
Jason Hart,2006,1955800.0,302
Michael Redd,2006,15240000.0,30
Lavor Postell,2006,,713
Pete Mickeal,2006,,714
Olumide Oyedeji,2006,,715
Ruben Wolkowyski,2006,,716
Pepe Sanchez,2006,,717
Ademola Okulaja,2006,,718
Daniel Santiago,2006,,719
Paul McPherson,2006,,720
Ruben Garces,2006,,721
Jabari Smith,2006,,722
Ira Newble,2006,3746754.0,214
Chris Carrawell,2006,,723
Garth Joseph,2006,,724
Mike Smith,2006,,725
Mark Karcher,2006,,726
Anthony Miller,2006,,727
Jamal Robinson,2006,,728
Kwame Brown,2006,9525000.0,76
Zeljko Rebraca,2006,3810000.0,211
Tyson Chandler,2006,11430000.0,53
Pau Gasol,2006,13961110.0,36
Eddy Curry,2006,9385300.0,79
Jason Richardson,2006,11288887.76,55
Shane Battier,2006,6226810.0,147
Eddie Griffin,2006,3175000.0,237
DeSagana Diop,2006,2349500.0,275
Rodney White,2006,,729
Joe Johnson,2006,15240000.0,30
Kedrick Brown,2006,,730
Vladimir Radmanovic,2006,4021016.85,204
Richard Jefferson,2006,12954000.0,45
Troy Murphy,2006,9353650.33,80
Steven Hunter,2006,3556000.0,220
Kirk Haston,2006,,731
Michael Bradley,2006,1040828.5,387
Jason Collins,2006,6985000.0,120
Zach Randolph,2006,13546667.09,40
Michael Jordan,2006,,732
Brendan Haywood,2006,5080000.0,170
Joseph Forte,2006,,733
Jeryl Sasser,2006,,734
Brandon Armstrong,2006,,735
Andrei Kirilenko,2006,13948410.0,37
Gerald Wallace,2006,6350000.0,141
Samuel Dalembert,2006,10756900.0,64
Jamaal Tinsley,2006,6858000.0,124
Primoz Brezec,2006,3492500.0,225
Tony Parker,2006,10668000.0,65
Mitchell Butler,2006,,736
Victor Alexander,2006,,737
Harold Jamison,2006,,738
Sean Marks,2006,1061478.7,383
Raja Bell,2006,5397500.0,162
Charles Smith,2006,979326.21,389
Predrag Drobnjak,2006,,739
Steve Goodrich,2006,,740
Wang Zhizhi,2006,,741
Art Long,2006,,742
Jerome James,2006,6350000.0,141
Amal McCaskill,2006,,743
Terence Morris,2006,1061478.7,383
Brian Scalabrine,2006,3284482.89,231
Trenton Hassell,2006,5524500.0,160
Jeff Trepagnier,2006,,744
Kenny Satterfield,2006,,745
Ratko Varda,2006,,746
Dean Oliver,2006,,747
Gilbert Arenas,2006,13008864.0,44
Oscar Torres,2006,,748
Tierre Brown,2006,,749
Jamison Brewer,2006,,750
Norm Richardson,2006,,751
Antonis Fotsis,2006,,752
Willie Solomon,2006,,753
Ernest Brown,2006,,754
Malik Allen,2006,2120900.0,293
Loren Woods,2006,990600.0,388
Maurice Evans,2006,1905000.0,305
Earl Watson,2006,6350000.0,141
Alvin Jones,2006,,755
Damone Brown,2006,,756
Alton Ford,2006,,757
Ruben Boumtje-Boumtje,2006,,758
Carlos Arroyo,2006,5080000.0,170
Jarron Collins,2006,2159000.0,290
Bobby Simmons,2006,10160000.0,70
Omar Cook,2006,,759
Chris Andersen,2006,4445000.0,189
Sam Mack,2006,,760
Charlie Bell,2006,815019.96,415
Tang Hamilton,2006,,761
Joe Crispin,2006,,762
Dickey Simpkins,2006,,763
Yao Ming,2006,7105530.62,118
Jay Williams,2006,,764
Mike Dunleavy,2006,5722951.47,155
Drew Gooden,2006,5163579.97,166
Nikoloz Tskitishvili,2006,946464.96,394
Dajuan Wagner,2006,,765
Nen<U+00A8><U+00BA>,2006,3860659.0300000003,207
Chris Wilcox,2006,3571543.5300000003,219
Amare Stoudemire,2006,3288059.21,230
Marko Jaric,2006,6350000.0,141
Caron Butler,2006,3126253.59,241
Jared Jeffries,2006,3090956.48,243
Cezary Trybanski,2006,,766
Melvin Ely,2006,3049304.29,245
Marcus Haislip,2006,,767
Gordan Giricek,2006,5080000.0,170
Fred Jones,2006,2957630.61,248
Manu Ginobili,2006,9434749.99,78
Jiri Welsch,2006,2764934.7800000003,255
Bostjan Nachbar,2006,3175000.0,237
Juan Dixon,2006,3175000.0,237
Curtis Borchardt,2006,2501891.11,267
Ryan Humphrey,2006,,768
Kareem Rush,2006,3810000.0,211
Mehmet Okur,2006,10477500.0,67
Qyntel Woods,2006,761789.18,422
Casey Jacobsen,2006,,769
Tayshaun Prince,2006,2239156.05,279
Efthimios Rentzias,2006,,770
Frank Williams,2006,,771
Chris Jefferies,2006,,772
Dan Dickau,2006,2857500.0,251
John Salmons,2006,2119631.27,295
Juaquin Hawkins,2006,,773
Raul Lopez,2006,2215277.5100000002,287
Mengke Bateer,2006,,774
Tremaine Fowlkes,2006,,775
Mike James,2006,4330700.0,193
JR Bremer,2006,,776
Tamar Slay,2006,,777
Lonny Baxter,2006,946464.96,394
Roger Mason,2006,,778
Carlos Boozer,2006,14724146.32,33
Smush Parker,2006,946464.96,394
Junior Harrington,2006,,779
Predrag Savovic,2006,,780
Vincent Yarbrough,2006,,781
Tito Maddox,2006,,782
Jannero Pargo,2006,1136964.96,373
Chris Owens,2006,,783
Mike Batiste,2006,,784
Robert Archibald,2006,,785
Ken Johnson,2006,,786
Rasual Butler,2006,1651000.0,316
Sean Lampley,2006,,787
Dan Gadzuric,2006,6032500.0,149
Jamal Sampson,2006,913603.71,399
Ronald Murray,2006,1136964.96,373
Igor Rakocevic,2006,,788
Reggie Evans,2006,1397000.0,340
Pat Burke,2006,952500.0,391
Sam Clancy,2006,,789
Nate Huffman,2006,,790
Adam Harrington,2006,,791
Anthony Goldwire,2006,94808.04000000001,471
Mike Wilks,2006,946464.96,394
Guy Rucker,2006,,792
Devin Brown,2006,3175000.0,237
Paul Shirley,2006,,793
LeBron James,2006,5869686.0,151
Darko Milicic,2006,5251704.0,165
Carmelo Anthony,2006,4716322.8,178
Chris Bosh,2006,4251960.0,199
Dwyane Wade,2006,3850538.4,208
Chris Kaman,2006,3497275.2,223
Kirk Hinrich,2006,3192627.6,233
TJ Ford,2006,2924860.8,250
Mike Sweetney,2006,2688488.4,257
Jarvis Hayes,2006,2554071.6,259
Nick Collison,2006,2305050.0,276
Mickael Pietrus,2006,2426360.4,270
Marcus Banks,2006,2189835.6,288
Luke Ridnour,2006,2080260.0,297
Reece Gaines,2006,1976323.2,301
Troy Bell,2006,1877415.6,306
Zarko Cabarkapa,2006,1783537.2,309
David West,2006,1694383.2,314
Aleksandar Pavlovic,2006,1618183.2,318
Dahntay Jones,2006,1553413.2,323
Boris Diaw,2006,1491234.0,326
Zoran Planinic,2006,1431645.6,337
Travis Outlaw,2006,1374343.2,344
Brian Cook,2006,1319479.2,346
Ndudi Ebi,2006,1224686.4,359
Maciej Lampe,2006,1143000.0,371
Kendrick Perkins,2006,1189329.6,363
Leandro Barbosa,2006,1181862.0,364
Josh Howard,2006,1173327.6,365
Oliver Miller,2006,,794
Travis Hansen,2006,,795
Brandon Hunter,2006,,796
Linton Johnson,2006,913603.71,399
Jason Kapono,2006,1397000.0,340
Jon Stefansson,2006,,797
Marquis Daniels,2006,6849491.0,127
Francisco Elson,2006,913603.71,399
James Jones,2006,3048000.0,246
Josh Moore,2006,,798
Luke Walton,2006,1587500.0,320
Theron Smith,2006,,799
Jerome Beasley,2006,,800
Udonis Haslem,2006,6350000.0,141
Keith McLeod,2006,1587500.0,320
Richie Frahm,2006,913603.71,399
Keith Bogans,2006,1104103.71,377
Zaza Pachulia,2006,5080000.0,170
Kyle Korver,2006,4610561.01,181
Willie Green,2006,,801
Darius Songaila,2006,2794000.0,253
Alex Garcia,2006,,802
Ben Handlogten,2006,44565.57,475
Maurice Williams,2006,2235200.0,283
Steve Blake,2006,1270000.0,354
Paul Grant,2006,,803
Matt Carroll,2006,1397000.0,340
Kaniel Dickens,2006,39757.35,477
Ben Davis,2006,,804
Slavko Vranes,2006,,805
Shane Heal,2006,,806
Britton Johnsen,2006,,807
Dwight Howard,2006,5706313.2,158
Emeka Okafor,2006,5105552.4,167
Ben Gordon,2006,4584954.0,182
Shaun Livingston,2006,4133697.6,201
Devin Harris,2006,3743248.8000000003,216
Andres Nocioni,2006,3524250.0,222
Josh Childress,2006,3400044.0,227
Luol Deng,2006,3103778.4,242
Rafael Araujo,2006,2843479.2,252
Andre Iguodala,2006,2613660.0,258
Luke Jackson,2006,2483053.2,268
Andris Biedrins,2006,2358847.2,274
Robert Swift,2006,2240889.6,278
Ibo Kutluay,2006,2235200.0,283
Sebastian Telfair,2006,2128875.6,291
Kris Humphries,2006,2022348.0,299
Al Jefferson,2006,1921306.8,304
Kirk Snyder,2006,1825294.8,308
Josh Smith,2006,1734007.2,312
JR Smith,2006,1647291.6,317
Dorell Wright,2006,1573072.8,322
Jameer Nelson,2006,1510284.0,325
Pavel Podkolzin,2006,1449781.2,328
Viktor Khryapa,2006,1391869.2,342
Delonte West,2006,1282750.8,352
Nenad Krstic,2006,1282750.8,352
Tony Allen,2006,1231513.92,357
Carlos Delfino,2006,1231513.92,357
Kevin Martin,2006,1190548.8,361
Sasha Vujacic,2006,1156258.8,366
Beno Udrih,2006,1149096.0,368
David Harrison,2006,1140714.0,372
