Name,Year,Salaries,Rank
Linas Kleiza,2012,5111550.0,145
Wayne Simien,2012,,1046
David Lee,2012,12887100.000000002,47
Salim Stoudamire,2012,,1047
Ha Seung-Jin,2012,,1048
James Singleton,2012,,1049
Daniel Ewing,2012,,1050
Louis Williams,2012,5745360.000000001,130
Monta Ellis,2012,12210000.000000002,53
Ryan Gomes,2012,4440000.0,167
Chris Taft,2012,,1051
Esteban Batista,2012,,1052
Orien Greene,2012,,1053
Alan Anderson,2012,,1054
Kevin Burleson,2012,,1055
Eddie Basden,2012,,1056
Martynas Andriuskevicius,2012,,1057
Josh Powell,2012,,1058
Rawle Marshall,2012,,1059
Alex Acker,2012,,1060
Amir Johnson,2012,6105000.000000001,124
Boniface N'Dong,2012,,1061
Von Wafer,2012,1101874.8,367
Devin Green,2012,,1062
Anthony Roberson,2012,,1063
Lawrence Roberts,2012,,1064
Earl Barron,2012,206002.68000000002,451
Ersan Ilyasova,2012,2820510.0000000005,229
Bracey Wright,2012,,1065
Dwayne Jones,2012,,1066
Brandon Bass,2012,4717500.0,156
Jackie Butler,2012,,1067
Travis Diener,2012,,1068
Shavlik Randolph,2012,,1069
Dijon Thompson,2012,,1070
Ronnie Price,2012,1187154.99,359
CJ Miles,2012,4107000.0000000005,178
Robert Whaley,2012,,1071
Andre Owens,2012,,1072
Andray Blatche,2012,7150712.130000001,108
Donell Taylor,2012,,1073
Gerald Fitch,2012,,1074
John Thomas,2012,,1075
Aaron Miles,2012,,1076
Sean Banks,2012,,1077
James Thomas,2012,,1078
Sharrod Ford,2012,,1079
Deng Gai,2012,,1080
Randy Holcomb,2012,,1081
Stephen Graham,2012,,1082
Matt Walsh,2012,,1083
John Lucas,2012,1016595.7200000001,373
Alex Scales,2012,,1084
Melvin Sanders,2012,,1085
Andrea Bargnani,2012,10267500.0,66
Anthony Parker,2012,2497500.0,248
LaMarcus Aldridge,2012,13732920.000000002,40
Jorge Garbajosa,2012,,1086
Adam Morrison,2012,,1087
Tyrus Thomas,2012,8109399.15,91
Shelden Williams,2012,1101874.8,367
Brandon Roy,2012,17795679.84,17
Randy Foye,2012,4717500.0,156
Rudy Gay,2012,16685679.840000002,26
Patrick O'Bryant,2012,,1088
Saer Sene,2012,,1089
JJ Redick,2012,7492500.000000001,102
Walter Herrmann,2012,,1090
Vassilis Spanoulis,2012,,1091
Hilton Armstrong,2012,,1092
Thabo Sefolosha,2012,3663000.0000000005,196
Ronnie Brewer,2012,5228100.0,143
Cedric Simmons,2012,,1093
Rodney Carney,2012,,1094
Shawne Williams,2012,3330000.0000000005,213
Quincy Douby,2012,,1095
Renaldo Balkman,2012,1859250.0000000002,283
Rajon Rondo,2012,11150455.05,58
Marcus Williams,2012,,1096
Josh Boone,2012,,1097
Kyle Lowry,2012,6382500.000000001,118
Shannon Brown,2012,3885000.0000000005,185
Jordan Farmar,2012,4440000.0,167
Sergio Rodriguez,2012,,1098
Maurice Ager,2012,,1099
Mardy Collins,2012,,1100
James White,2012,,1101
Mickael Gelabale,2012,,1102
Mile Ilic,2012,,1103
James Lang,2012,,1104
Ime Udoka,2012,,1105
Solomon Jones,2012,488791.83,435
Chuck Hayes,2012,5827500.000000001,129
Ronny Turiaf,2012,4839600.0,152
Lynn Greer,2012,,1106
Paul Millsap,2012,8994812.850000001,75
Steve Novak,2012,1101874.8,367
Leon Powe,2012,,1107
Cedric Bozeman,2012,,1108
Allan Ray,2012,,1109
Hassan Adams,2012,,1110
Ryan Hollins,2012,2756499.6300000004,237
Daniel Gibson,2012,4888255.74,151
Pops Mensah-Bonsu,2012,,1111
Jose Juan Barea,2012,4773000.0,153
Yakhouba Diawara,2012,,1112
Ivan McFarlin,2012,,1113
Will Blalock,2012,,1114
Paul Davis,2012,,1115
Alexander Johnson,2012,,1116
Tarence Kinsey,2012,,1117
Chris Quinn,2012,,1118
Robert Hite,2012,,1119
Damir Markota,2012,,1120
David Noel,2012,,1121
Craig Smith,2012,1101874.8,367
Marcus Vinicius,2012,,1122
James Augustine,2012,,1123
Bobby Jones,2012,,1124
PJ Tucker,2012,,1125
Uros Slokar,2012,,1126
Brian Chase,2012,,1127
Roger Powell,2012,,1128
Kelenna Azubuike,2012,,1129
Desmon Farmer,2012,,1130
Justin Williams,2012,,1131
Andre Brown,2012,,1132
Jeremy Richardson,2012,,1133
Chris McCray,2012,,1134
Andreas Glyniadakis,2012,,1135
Steven Smith,2012,,1136
Mike Gansey,2012,,1137
Mike Hall,2012,,1138
Pat Carroll,2012,,1139
Jimmie Hunter,2012,,1140
Paul Miller,2012,,1141
Jefferson Sobral,2012,,1142
Daniel Horton,2012,,1143
Vincent Grier,2012,,1144
Luke Schenscher,2012,,1145
Kevin Pittsnogle,2012,,1146
Will Conroy,2012,,1147
Renaldo Major,2012,,1148
Greg Oden,2012,1665000.0000000002,294
Kevin Durant,2012,17212361.520000003,21
Al Horford,2012,13320000.000000002,44
Mike Conley,2012,7338843.8100000005,105
Jeff Green,2012,,1149
Luis Scola,2012,9536890.23,70
Yi Jianlian,2012,918188.67,390
Corey Brewer,2012,3395490.0000000005,207
Brandan Wright,2012,1016595.7200000001,373
Joakim Noah,2012,13320000.000000002,44
Spencer Hawes,2012,4496636.640000001,163
Acie Law,2012,,1150
Thaddeus Young,2012,8300869.710000001,90
Kosta Perovic,2012,,1151
Julian Wright,2012,,1152
Al Thornton,2012,,1153
Rodney Stuckey,2012,9435000.0,72
Nick Young,2012,4102401.2700000005,179
Sean Williams,2012,982483.2000000001,376
Marco Belinelli,2012,3749140.4400000004,192
Oleksiy Pecherov,2012,,1154
Javaris Crittenton,2012,,1155
Jason Smith,2012,2775000.0000000005,233
Daequan Cook,2012,3709129.3800000004,194
Jared Dudley,2012,4717500.0,156
Wilson Chandler,2012,,1156
Morris Almond,2012,,1157
Aaron Brooks,2012,,1158
Arron Afflalo,2012,8394375.0,86
Ian Mahinmi,2012,1016595.7200000001,373
Alando Tucker,2012,,1159
Randolph Morris,2012,,1160
Billy Thomas,2012,,1161
Kyrylo Fesenko,2012,,1162
Gabe Pruitt,2012,,1163
Juan Carlos Navarro,2012,,1164
Mario West,2012,,1165
Glen Davis,2012,6993000.000000001,109
Jermareo Davidson,2012,,1166
Aaron Gray,2012,2775000.0000000005,233
Demetris Nichols,2012,,1167
JamesOn Curry,2012,,1168
Nick Fazekas,2012,,1169
Taurean Green,2012,,1170
Cheikh Samb,2012,,1171
Carl Landry,2012,9435000.0,72
Adam Haluska,2012,,1172
Coby Karl,2012,,1173
Joel Anthony,2012,3996000.0000000005,183
Ramon Sessions,2012,4726350.03,154
Chris Richard,2012,,1174
Marcin Gortat,2012,7537610.4,100
Herbert Hill,2012,,1175
D.J. Strawberry,2012,,1176
Josh McRoberts,2012,3330000.0000000005,213
Jamario Moon,2012,,1177
Dominic McGuire,2012,1016595.7200000001,373
Keith Langford,2012,,1178
Darius Washington,2012,,1179
Brandon Wallace,2012,,1180
CJ Watson,2012,3774000.0000000005,190
Courtney Sims,2012,,1181
Darryl Watkins,2012,,1182
Thomas Gardner,2012,,1183
Guillermo Diaz,2012,,1184
Stephane Lasme,2012,,1185
Derrick Rose,2012,7763015.880000001,96
Michael Beasley,2012,6951205.170000001,111
OJ Mayo,2012,6252227.07,121
Russell Westbrook,2012,5641481.760000001,133
Kevin Love,2012,5116768.11,144
Marc Gasol,2012,14343635.340000002,36
Danilo Gallinari,2012,4651102.0200000005,159
Eric Gordon,2012,4252614.24,172
Joe Alexander,2012,,1186
DJ Augustin,2012,3592481.7,202
Brook Lopez,2012,3415451.1300000004,205
Jerryd Bayless,2012,3376930.8000000003,208
Jason Thompson,2012,3331425.24,210
Brandon Rush,2012,3281890.3800000004,216
Anthony Randolph,2012,3231466.41,217
Goran Dragic,2012,2339880.0,261
Robin Lopez,2012,3177488.22,218
Hamed Haddadi,2012,1443000.0000000002,320
Marreese Speights,2012,3020593.0500000003,223
Roy Hibbert,2012,2873334.9000000004,227
JaVale McGee,2012,2733264.0000000005,238
JJ Hickson,2012,2613536.0700000003,245
Alexis Ajinca,2012,,1187
Roko Ukic,2012,,1188
Ryan Anderson,2012,2491507.1100000003,251
Courtney Lee,2012,2469853.2300000004,253
Kosta Koufos,2012,2446209.12,254
Rudy Fernandez,2012,2420291.73,255
Nicolas Batum,2012,2392455.1500000004,257
George Hill,2012,2315859.6,262
Darrell Arthur,2012,2250102.0900000003,265
Donte Greene,2012,2237644.56,267
DJ White,2012,2221295.37,268
JR Giddens,2012,,1189
Joey Dorsey,2012,,1190
Kyle Weaver,2012,,1191
Luc Mbah a Moute,2012,5550000.000000001,136
Will Bynum,2012,3607500.0000000005,199
Mario Chalmers,2012,4440000.0,167
DeAndre Jordan,2012,11188138.440000001,57
Henry Walker,2012,982483.2000000001,376
Mike Taylor,2012,,1192
Darnell Jackson,2012,,1193
Chris Douglas-Roberts,2012,,1194
Othello Hunter,2012,,1195
Sean Singletary,2012,,1196
Sonny Weems,2012,,1197
Walter Sharpe,2012,,1198
Anthony Morrow,2012,4440000.0,167
Sun Yue,2012,,1199
Bobby Brown,2012,,1200
Nathan Jawai,2012,,1201
Rob Kurz,2012,,1202
Malik Hairston,2012,,1203
Jawad Williams,2012,,1204
Anthony Tolliver,2012,2275500.0,264
Cartier Martin,2012,,1205
Trey Johnson,2012,,1206
DeMarcus Nelson,2012,,1207
Steven Hill,2012,,1208
Blake Ahearn,2012,,1209
Richard Hendrix,2012,,1210
Blake Griffin,2012,6361498.800000001,119
Hasheem Thabeet,2012,5691769.2,132
James Harden,2012,5111283.600000001,146
Tyreke Evans,2012,4608320.4,160
Jonny Flynn,2012,3790339.2,189
Stephen Curry,2012,3460003.2,204
Jordan Hill,2012,3169893.6,219
David Andersen,2012,,1211
DeMar DeRozan,2012,2913750.0000000005,226
Brandon Jennings,2012,2768029.2,236
Terrence Williams,2012,2629634.4000000004,243
Gerald Henderson,2012,2498166.0,247
Tyler Hansbrough,2012,2373224.4000000004,259
Earl Clark,2012,1287600.0,342
Austin Daye,2012,2141856.0,272
James Johnson,2012,2034763.2000000002,277
Jrue Holiday,2012,1932998.4000000001,280
Ty Lawson,2012,1836428.4000000001,284
Jeff Teague,2012,1753711.2000000002,287
Eric Maynor,2012,1683514.8,291
Darren Collison,2012,1616115.6,299
Omri Casspi,2012,1489575.6,317
Serge Ibaka,2012,1429902.0000000002,322
BJ Mullens,2012,1429902.0000000002,322
Rodrigue Beaubois,2012,1372759.2000000002,326
Taj Gibson,2012,1327204.8,340
DeMarre Carroll,2012,925421.43,388
Wayne Ellington,2012,1280984.4000000001,344
Toney Douglas,2012,1271660.4000000001,350
Louis Amundson,2012,2667330.0000000005,241
DeJuan Blair,2012,1094460.0,370
Sam Young,2012,1052058.0,371
Jermaine Taylor,2012,,1212
Jodie Meeks,2012,948371.79,381
Chris Hunter,2012,,1213
Marcus Thornton,2012,7770000.000000001,94
Marcus Landry,2012,,1214
Derrick Brown,2012,948371.79,381
Danny Green,2012,948371.79,381
Jonas Jerebko,2012,4995000.0,149
DaJuan Summers,2012,336482.07,441
Chase Budinger,2012,948371.79,381
AJ Price,2012,948371.79,381
Taylor Griffin,2012,,1215
Dante Cunningham,2012,2220000.0,269
Jeff Ayres,2012,1665000.0000000002,294
Patrick Mills,2012,,1216
Jon Brockman,2012,1110000.0,364
Wesley Matthews,2012,6810027.600000001,115
Lester Hudson,2012,,1217
Sundiata Gaines,2012,948371.79,381
Garrett Temple,2012,,1218
Antonio Anderson,2012,,1219
Mike Harris,2012,,1220
Cedric Jackson,2012,,1221
John Wall,2012,6138388.800000001,123
Evan Turner,2012,5492102.4,139
Derrick Favors,2012,4932129.600000001,150
Nikola Pekovic,2012,4998996.0,148
Wesley Johnson,2012,4446748.800000001,164
Timofey Mozgov,2012,3711724.5600000005,193
Tiago Splitter,2012,4075920.0000000005,181
DeMarcus Cousins,2012,4026769.2,182
Ekpe Udoh,2012,3657405.6,197
Greg Monroe,2012,3338791.2,209
Al-Farouq Aminu,2012,3058671.6,221
Gordon Hayward,2012,2811585.6,230
Paul George,2012,2670926.4000000004,240
Cole Aldrich,2012,2537460.0,246
Xavier Henry,2012,2410520.4000000004,256
Ed Davis,2012,2289974.4000000004,263
Patrick Patterson,2012,2175555.6,271
Larry Sanders,2012,2066731.2000000002,275
Omer Asik,2012,2061825.0000000002,276
Luke Babbitt,2012,1963368.0000000002,279
Kevin Seraphin,2012,1865199.6,282
Eric Bledsoe,2012,1771959.6,286
Avery Bradley,2012,1692172.8,290
James Anderson,2012,1624507.2000000002,298
Craig Brackins,2012,1559505.6,301
Elliot Williams,2012,1497168.0000000002,316
Trevor Booker,2012,1437361.2000000002,321
Damion James,2012,1379818.8,325
Dominique Jones,2012,1324540.8,341
Quincy Pondexter,2012,1280718.0,345
Jordan Crawford,2012,1243688.4000000001,352
Greivis Vasquez,2012,1236096.0,353
Daniel Orton,2012,1227171.6,355
Christian Eyenga,2012,1218247.2000000002,356
Lazar Hayward,2012,1218247.2000000002,356
Solomon Alabi,2012,921300.0000000001,389
Reggie Williams,2012,2775000.0000000005,233
Lance Stephenson,2012,899100.0000000001,391
Hassan Whiteside,2012,846036.4500000001,400
Alonzo Gee,2012,948371.79,381
Andy Rautins,2012,875647.92,392
Gary Neal,2012,846036.4500000001,400
Samardo Samuels,2012,846036.4500000001,400
Willie Warren,2012,,1222
Gani Lawal,2012,,1223
Garret Siler,2012,56717.670000000006,462
Pape Sy,2012,,1224
Ben Uzoh,2012,68190.63,460
Sherron Collins,2012,,1225
Semih Erden,2012,846036.4500000001,400
Luke Harangody,2012,846036.4500000001,400
Manny Harris,2012,136465.62000000002,454
Gary Forbes,2012,1665000.0000000002,294
Terrico White,2012,,1226
Jeremy Lin,2012,846036.4500000001,400
Devin Ebanks,2012,846036.4500000001,400
Derrick Caracter,2012,300173.97000000003,445
Ishmael Smith,2012,709571.9400000001,408
Patrick Beverley,2012,,1227
Dexter Pittman,2012,846036.4500000001,400
Da'Sean Butler,2012,,1228
Landry Fields,2012,846036.4500000001,400
Armon Johnson,2012,846036.4500000001,400
Pooh Jeter,2012,,1229
Jeremy Evans,2012,846036.4500000001,400
Hamady N'Diaye,2012,300173.97000000003,445
Jeff Adrien,2012,300173.97000000003,445
Zabian Dowdell,2012,,1230
Chris Johnson,2012,846036.4500000001,400
Darington Hobson,2012,272931.24000000005,448
Mustafa Shakur,2012,,1231
Matt Janning,2012,,1232
Larry Owens,2012,95517.72,457
Kyrie Irving,2012,5710150.800000001,131
Derrick Williams,2012,5109019.2,147
Enes Kanter,2012,4587940.800000001,161
Tristan Thompson,2012,4136526.0000000005,177
Ricky Rubio,2012,3862933.2,188
Jan Vesely,2012,3402194.4000000004,206
Bismack Biyombo,2012,3105824.4000000004,220
Brandon Knight,2012,2845285.2,228
Kemba Walker,2012,2615515.2,244
Jimmer Fredette,2012,2484579.6,252
Klay Thompson,2012,2360437.2,260
Alec Burks,2012,2242422.0,266
Markieff Morris,2012,2130267.6,273
Marcus Morris,2012,2023840.8000000003,278
Kawhi Leonard,2012,1922475.6,281
Nikola Vucevic,2012,1826394.0000000002,285
Gustavo Ayon,2012,1739925.0000000002,288
Iman Shumpert,2012,1735063.2000000002,289
Chris Singleton,2012,1648350.0000000002,297
Tobias Harris,2012,1574157.6,300
Nolan Smith,2012,1450681.2000000002,319
Kenneth Faried,2012,1392739.2000000002,324
Reggie Jackson,2012,1283515.2000000002,343
MarShon Brooks,2012,1232233.2000000002,354
Jordan Hamilton,2012,1191347.4600000002,358
JaJuan Johnson,2012,1156975.2000000002,360
Norris Cole,2012,1149915.6,361
Cory Joseph,2012,1141524.0,362
Jimmy Butler,2012,1133265.6,363
Jeremy Pargo,2012,1110000.0,364
Chandler Parsons,2012,943500.0000000001,386
Tyler Honeycutt,2012,860250.0000000001,393
Greg Stiemsma,2012,846036.4500000001,400
Jeremy Tyler,2012,721500.0000000001,407
Josh Selby,2012,610500.0,410
Malcolm Lee,2012,555000.0,412
Ryan Reid,2012,527250.0,413
Ivan Johnson,2012,525700.4400000001,424
E'Twaun Moore,2012,525700.4400000001,424
Jordan Williams,2012,525700.4400000001,424
Cory Higgins,2012,525700.4400000001,424
Julyan Stone,2012,525700.4400000001,424
Vernon Macklin,2012,525700.4400000001,424
Charles Jenkins,2012,525700.4400000001,424
Chris Wright,2012,525700.4400000001,424
Travis Leslie,2012,525700.4400000001,424
Trey Thompkins,2012,525700.4400000001,424
Darius Morris,2012,525700.4400000001,424
Andrew Goudelock,2012,525700.4400000001,424
Terrel Harris,2012,525700.4400000001,424
Jon Leuer,2012,525700.4400000001,424
Josh Harrellson,2012,525700.4400000001,424
Jerome Jordan,2012,525700.4400000001,424
Justin Harper,2012,525700.4400000001,424
DeAndre Liggins,2012,525700.4400000001,424
Lavoy Allen,2012,525700.4400000001,424
Isaiah Thomas,2012,525700.4400000001,424
Shelvin Mack,2012,525700.4400000001,424
Walker Russell,2012,415460.79000000004,437
Lance Thomas,2012,364572.84,438
Greg Smith,2012,334923.63,442
Mickell Gladness,2012,275571.93000000005,447
Jeff Foote,2012,250128.51,449
Donald Sloan,2012,220478.19000000003,450
Mychel Thompson,2012,186518.85,452
Carldell Johnson,2012,186518.85,452
Malcolm Thomas,2012,114445.44000000002,455
Dennis Horner,2012,101722.62000000001,456
Courtney Fortson,2012,46629.990000000005,463
Anthony Davis,2012,,1233
Michael Kidd-Gilchrist,2012,,1234
Bradley Beal,2012,,1235
Dion Waiters,2012,,1236
Thomas Robinson,2012,,1237
Jonas Valanciunas,2012,,1238
Mirza Teletovic,2012,,1239
Damian Lillard,2012,,1240
Alexey Shved,2012,,1241
Joel Freeland,2012,,1242
Harrison Barnes,2012,,1243
Terrence Ross,2012,,1244
Andre Drummond,2012,,1245
Austin Rivers,2012,,1246
Meyers Leonard,2012,,1247
Jeremy Lamb,2012,,1248
Kendall Marshall,2012,,1249
John Henson,2012,,1250
Moe Harkless,2012,,1251
Royce White,2012,,1252
Tyler Zeller,2012,,1253
Vyacheslav Kravtsov,2012,,1254
Terrence Jones,2012,,1255
Andrew Nicholson,2012,,1256
Nando De Colo,2012,,1257
Evan Fournier,2012,,1258
Donatas Motiejunas,2012,,1259
Jared Sullinger,2012,,1260
Fab Melo,2012,,1261
Victor Claver,2012,,1262
John Jenkins,2012,,1263
Jared Cunningham,2012,,1264
Tony Wroten,2012,,1265
Miles Plumlee,2012,,1266
Arnett Moultrie,2012,,1267
Perry Jones,2012,,1268
Festus Ezeli,2012,,1269
Kyle Singler,2012,,1270
Marquis Teague,2012,,1271
Draymond Green,2012,,1272
Kyle O'Quinn,2012,,1273
Quincy Acy,2012,,1274
Doron Lamb,2012,,1275
Jae Crowder,2012,,1276
Jeffery Taylor,2012,,1277
Orlando Johnson,2012,,1278
Will Barton,2012,,1279
Mike Scott,2012,,1280
Tyshawn Taylor,2012,,1281
Tornike Shengelia,2012,,1282
Bernard James,2012,,1283
Quincy Miller,2012,,1284
Kim English,2012,,1285
Khris Middleton,2012,,1286
Kent Bazemore,2012,,1287
Ben Hansbrough,2012,,1288
Robert Sacre,2012,,1289
Brian Roberts,2012,,1290
Darius Miller,2012,,1291
Chris Copeland,2012,,1292
Pablo Prigioni,2012,,1293
DeQuan Jones,2012,,1294
Diante Garrett,2012,,1295
Luke Zeller,2012,,1296
Kevin Murphy,2012,,1297
Kevin Jones,2012,,1298
Maalik Wayns,2012,,1299
Jarvis Varnado,2012,,1300
Micheal Eric,2012,,1301
Aron Baynes,2012,,1302
Dionte Christmas,2012,,1303
Kris Joseph,2012,,1304
Scott Machado,2012,,1305
Darius Johnson-Odom,2012,,1306
Tim Ohlbrecht,2012,,1307
Justin Holiday,2012,,1308
Jerel McNeal,2012,,1309
Justin Dentmon,2012,,1310
Josh Akognon,2012,,1311
Henry Sims,2012,,1312
Anthony Bennett,2012,,1313
Victor Oladipo,2012,,1314
Otto Porter,2012,,1315
Cody Zeller,2012,,1316
Alex Len,2012,,1317
Nerlens Noel,2012,,1318
Ben McLemore,2012,,1319
Kentavious Caldwell-Pope,2012,,1320
Trey Burke,2012,,1321
CJ McCollum,2012,,1322
Michael Carter-Williams,2012,,1323
Steven Adams,2012,,1324
Vitor Faverani,2012,,1325
Kelly Olynyk,2012,,1326
Shabazz Muhammad,2012,,1327
Giannis Antetokounmpo,2012,,1328
Gigi Datome,2012,,1329
Dennis Schroeder,2012,,1330
Shane Larkin,2012,,1331
Sergey Karasev,2012,,1332
Tony Snell,2012,,1333
Gorgui Dieng,2012,,1334
Scotty Hopson,2012,,1335
Mason Plumlee,2012,,1336
Solomon Hill,2012,,1337
Pero Antic,2012,,1338
Tim Hardaway Jr,2012,,1339
Reggie Bullock,2012,,1340
Andre Roberson,2012,,1341
Rudy Gobert,2012,,1342
Archie Goodwin,2012,,1343
Nemanja Nedovic,2012,,1344
Allen Crabbe,2012,,1345
Dwight Buycks,2012,,1346
Isaiah Canaan,2012,,1347
Ricky Ledo,2012,,1348
Jamaal Franklin,2012,,1349
Ray McCallum,2012,,1350
Phil Pressey,2012,,1351
Matthew Dellavedova,2012,,1352
Carrick Felix,2012,,1353
Gal Mekel,2012,,1354
Tony Mitchell,2012,,1355
Peyton Siva,2012,,1356
Ognjen Kuzmic,2012,,1357
Robert Covington,2012,,1358
Ryan Kelly,2012,,1359
Nick Calathes,2012,,1360
Miroslav Raduljica,2012,,1361
Nate Wolters,2012,,1362
Robbie Hummel,2012,,1363
Jeff Withey,2012,,1364
Toure Murry,2012,,1365
Brandon Davies,2012,,1366
Hollis Thompson,2012,,1367
Ian Clark,2012,,1368
Glen Rice Jr,2012,,1369
Erik Murphy,2012,,1370
Christapher Johnson,2012,,1371
Dewayne Dedmon,2012,,1372
Chris Smith,2012,,1373
Mike Muscala,2012,,1374
Troy Daniels,2012,,1375
James Southerland,2012,,1376
Chris Babb,2012,,1377
Justin Hamilton,2012,,1378
Jorge Gutierrez,2012,,1379
Arinze Onuaku,2012,,1380
Othyus Jeffers,2012,,1381
Elias Harris,2012,,1382
Casper Ware,2012,,1383
Seth Curry,2012,,1384
James Nunnally,2012,,1385
Willie Reed,2012,,1386
Vander Blue,2012,,1387
Shane Edwards,2012,,1388
DJ Stephens,2012,,1389
Andrew Wiggins,2012,,1390
Nikola Mirotic,2012,,1391
Jabari Parker,2012,,1392
Kostas Papanikolaou,2012,,1393
Joel Embiid,2012,,1394
Aaron Gordon,2012,,1395
Dante Exum,2012,,1396
Marcus Smart,2012,,1397
Bojan Bogdanovic,2012,,1398
Julius Randle,2012,,1399
Furkan Aldemir,2012,,1400
Nik Stauskas,2012,,1401
Noah Vonleh,2012,,1402
Elfrid Payton,2012,,1403
Doug McDermott,2012,,1404
Zach LaVine,2012,,1405
TJ Warren,2012,,1406
Adreian Payne,2012,,1407
Joffrey Lauvergne,2012,,1408
Jusuf Nurkic,2012,,1409
Lucas Nogueira,2012,,1410
Zoran Dragic,2012,,1411
James Young,2012,,1412
Tyler Ennis,2012,,1413
Gary Harris,2012,,1414
Bruno Caboclo,2012,,1415
Mitch McGary,2012,,1416
Jordan Adams,2012,,1417
Rodney Hood,2012,,1418
Shabazz Napier,2012,,1419
Clint Capela,2012,,1420
PJ Hairston,2012,,1421
CJ Wilcox,2012,,1422
Damjan Rudez,2012,,1423
Kyle Anderson,2012,,1424
Joe Harris,2012,,1425
Devyn Marble,2012,,1426
Jerami Grant,2012,,1427
Damien Inglis,2012,,1428
Grant Jerrett,2012,,1429
Spencer Dinwiddie,2012,,1430
Johnny O'Bryant,2012,,1431
Markel Brown,2012,,1432
Cory Jefferson,2012,,1433
Cameron Bairstow,2012,,1434
Dwight Powell,2012,,1435
Erick Green,2012,,1436
KJ McDaniels,2012,,1437
Nick Johnson,2012,,1438
Shayne Whittington,2012,,1439
Jordan Clarkson,2012,,1440
Tarik Black,2012,,1441
Jarnell Stokes,2012,,1442
Russ Smith,2012,,1443
James Ennis,2012,,1444
Glenn Robinson III,2012,,1445
Patric Young,2012,,1446
Cleanthony Early,2012,,1447
Travis Wear,2012,,1448
JaKarr Sampson,2012,,1449
Eric Moreland,2012,,1450
Joe Ingles,2012,,1451
Lorenzo Brown,2012,,1452
Elijah Millsap,2012,,1453
Langston Galloway,2012,,1454
Tyler Johnson,2012,,1455
Andre Dawkins,2012,,1456
James Michael McAdoo,2012,,1457
JaMychal Green,2012,,1458
Alex Kirk,2012,,1459
Kalin Lucas,2012,,1460
Bryce Cotton,2012,,1461
Jack Cooley,2012,,1462
Tim Frazier,2012,,1463
Will Cherry,2012,,1464
Jabari Brown,2012,,1465
Drew Gordon,2012,,1466
David Stockton,2012,,1467
Larry Drew II,2012,,1468
Sim Bhullar,2012,,1469
Jarell Eddie,2012,,1470
Sean Kilpatrick,2012,,1471
David Wear,2012,,1472
Karl-Anthony Towns,2012,,1473
D'Angelo Russell,2012,,1474
Jahlil Okafor,2012,,1475
Kristaps Porzingis,2012,,1476
Nemanja Bjelica,2012,,1477
Mario Hezonja,2012,,1478
Willie Cauley-Stein,2012,,1479
Emmanuel Mudiay,2012,,1480
Stanley Johnson,2012,,1481
Tibor Pleiss,2012,,1482
Frank Kaminsky,2012,,1483
Justise Winslow,2012,,1484
Myles Turner,2012,,1485
Trey Lyles,2012,,1486
Devin Booker,2012,,1487
Cameron Payne,2012,,1488
Kelly Oubre,2012,,1489
Terry Rozier,2012,,1490
Rashad Vaughn,2012,,1491
Sam Dekker,2012,,1492
Jerian Grant,2012,,1493
Delon Wright,2012,,1494
Justin Anderson,2012,,1495
Bobby Portis,2012,,1496
Rondae Hollis-Jefferson,2012,,1497
Nikola Jokic,2012,,1498
Tyus Jones,2012,,1499
Sasha Kaun,2012,,1500
Jarell Martin,2012,,1501
Boban Marjanovic,2012,,1502
Jordan Mickey,2012,,1503
Larry Nance Jr,2012,,1504
RJ Hunter,2012,,1505
Chris McCullough,2012,,1506
Josh Huestis,2012,,1507
Kevon Looney,2012,,1508
Richaun Holmes,2012,,1509
Rakeem Christmas,2012,,1510
Joseph Young,2012,,1511
Walter Tavares,2012,,1512
Montrezl Harrell,2012,,1513
Raul Neto,2012,,1514
Pierre Jackson,2012,,1515
Norman Powell,2012,,1516
Pat Connaughton,2012,,1517
Darrun Hilliard,2012,,1518
Lamar Patterson,2012,,1519
Aaron Harrison,2012,,1520
Cristiano Felicio,2012,,1521
Salah Mejri,2012,,1522
Maurice Ndour,2012,,1523
Branden Dawson,2012,,1524
Marcelo Huertas,2012,,1525
Anthony Brown,2012,,1526
Michael Frazier,2012,,1527
Josh Richardson,2012,,1528
TJ McConnell,2012,,1529
Cliff Alexander,2012,,1530
Luis Montero,2012,,1531
Duje Dukan,2012,,1532
Jonathon Simmons,2012,,1533
Treveon Graham,2012,,1534
Christian Wood,2012,,1535
Scottie Wilbekin,2012,,1536
Jordan McRae,2012,,1537
Xavier Munford,2012,,1538
Alan Williams,2012,,1539
Jonathan Holmes,2012,,1540
Alex Stepheson,2012,,1541
Axel Toupane,2012,,1542
Bryce Dejean-Jones,2012,,1543
Keith Appling,2012,,1544
Coty Clarke,2012,,1545
Briante Weber,2012,,1546
Thanasis Antetokounmpo,2012,,1547
JJ O'Brien,2012,,1548
John Holland,2012,,1549
Alex Abrines,2012,,1550
Ben Simmons,2012,,1551
Brandon Ingram,2012,,1552
Jaylen Brown,2012,,1553
Dragan Bender,2012,,1554
Kris Dunn,2012,,1555
Buddy Hield,2012,,1556
Jamal Murray,2012,,1557
Marquese Chriss,2012,,1558
Mindaugas Kuzminskas,2012,,1559
Tomas Satoransky,2012,,1560
Jakob Poeltl,2012,,1561
Thon Maker,2012,,1562
Malcolm Delaney,2012,,1563
Domantas Sabonis,2012,,1564
Taurean Prince,2012,,1565
Dario Saric,2012,,1566
